Livsmedelsnamn;Livsmedelsnummer;Energi (kcal);Energi (kJ);Kolhydrater (g);Fett (g);Protein (g);Fibrer (g);Vatten (g);Alkohol (g);Aska (g);Monosackarider (g);Disackarider (g);Sackaros (g);Fullkorn totalt (g);Sockerarter (g);Summa mättade fettsyror (g);Fettsyra 4:0-10:0 (g);Laurinsyra C12:0 (g);Myristinsyra C14:0 (g);Palmitinsyra C16:0 (g);Stearinsyra C18:0 (g);Arakidinsyra C20:0 (g);Summa enkelomättade fettsyror (g);Palmitoljesyra C16:1 (g);Oljesyra C18:1 (g);Summa fleromättade fettsyror (g);Linolsyra C18:2 (g);Linolensyra C18:3 (g);Arakidonsyra C20:4 (g);EPA (C20:5) (g);DPA (C22:5) (g);DHA (C22:6) (g);Kolesterol (mg);Retinol (µg);Vitamin A (RE);β-Karoten (µg);Vitamin D (µg);Vitamin E (mg);Vitamin K (µg);Tiamin (mg);Riboflavin (mg);Vitamin C (mg);Niacin (mg);Niacinekvivalenter (NE);Vitamin B6 (mg);Vitamin B12 (µg);Folat (µg);Fosfor (mg);Jod (µg);Järn (mg);Kalcium (mg);Kalium (mg);Koppar (mg);Magnesium (mg);Natrium (mg);Salt (g);Selen (µg);Zink (mg);Stärkelse (g);Avfall (skal etc.) (%)
Yoghurt sommar eko. naturell fett 3%;6076;56;235;4,7;2,7;3,2;0;88,7;0,03;0,7;0,03;2,94;0,09;0;3;1,72;0,23;0,08;0,28;0,73;0,29;0;0,65;0,04;0,57;0,12;0,09;0,02;0;0;0;0;9,76;22,1;23,1;12;0;0,06;0,7;0,04;0,14;0;0,11;0,9;0;0,15;12,8;87,1;12;0,5;118;135;0,04;10,9;37,3;0,09;0;0,51;0;
Pannkaka tunn helfabrikat;6079;186;776;25,9;5,8;6,51;1,3;59,4;0;1,1;0,1;6,08;3,43;0;6,2;1,11;0,02;0,01;0,04;0,77;0,22;0,02;2,97;0,06;2,83;1,38;0,99;0,34;0,03;0;0;0,02;39,4;21,7;21,8;1;0,2;1,66;7,1;0,08;0,17;0;0,31;1,8;0,04;0,42;14;101;25,5;0,55;66,9;149;0,05;14,2;254;0,64;0;0,51;20,6;0
Hårt bröd fullkorn råg fiber ca 20% typ sport ;6081;352;1472;64;3,31;8,57;14,43;7,05;0;2,68;0,6;0,56;0,2;98;1,2;0,44;0;0;0;0,37;0,02;0,01;0,44;0,02;0,35;1,44;1,25;0,18;0;0;0;0;0;0;0;0;0;0,35;3,2;0,21;0,13;0;1,47;2,9;0,17;0;76;310;7,1;2,65;44;500;0,33;91;470;1,18;0;2,67;58,7;
Bröd vitt grovt m. nyckelhål typ formfranska;6083;260;1088;43,8;4,17;8,61;5,38;36,31;0;1,73;1,33;2,53;0,05;20;3,9;0,32;0;0;0;0,2;0,09;0,02;1,57;0,01;1,51;0,92;0,67;0,25;0;0;0;0;0;0;0;0;0;0,44;2,6;0,21;0,1;0;2,54;4;0,16;0;40,1;76,8;3,3;1,34;44;111,7;0,19;18,2;405,1;1,01;0;1,22;36,39;
Bröd vitt typ levain;6084;249;1043;49,5;1,45;7,52;2,52;37,15;0;1,91;0,16;1,6;0;10;1,8;0,11;0;0;0;0,07;0,03;0,01;0,54;0;0,52;0,32;0,23;0,09;0;0;0;0;0;0;0;0;0;0,05;0,4;0,14;0,04;0;1,11;2,4;0,06;0;9,3;77;1,8;0,77;12,6;105;0,11;18,2;525;1,31;0;0,58;47,04;
Frukostflingor müsli vete havre råg korn fullkorn m. frukt nötter fröer;6086;445;1862;47,2;20,11;15,25;7;8,26;0;2,23;2,02;2,22;2,13;37;4,2;3,5;0,17;0,54;0,07;1,86;0,72;0,04;8,09;0,03;7,91;8,16;7,89;0,25;0;0;0;0;0;0;6,2;36;0;10,6;2,8;0,19;0,12;0;2,82;5,4;0,29;0;59,3;440;3;3,63;70;500;0,86;170;140;0,35;0;3,24;38,6;0
Mandelmjöl;6087;610;2550;7,4;53,1;22,43;9,8;4,34;0;2,96;0;3,99;3,99;0;4;4,16;0;0;0;3,3;0,76;0,05;33,35;0,25;32,95;13,1;13,1;0;0;0;0;0;0;0;0,2;3;0;25,5;0;0,12;0,96;0;3,1;6,8;0,1;0;44,5;520;0;3,61;270;670;0,92;280;7,9;0,02;0;2,96;0;
Filmjölk sommar eko. fett 3%;6088;57;240;4,5;2,9;3,32;0;88,5;0;0,8;0;3,8;0;0;3,8;1,84;0,23;0,09;0,3;0,78;0,32;0,01;0,7;0,04;0,62;0,13;0,1;0,02;0;0;0;0;8,81;26,8;27,9;14;0,04;0,07;11,5;0,04;0,15;0;0,1;0,9;0;0,25;12,8;93,7;11,8;0,23;113;143;0,02;11,8;39;0,1;0;0,93;0;
Kvarg drickf. olika smaker;6089;42;177;4,6;0,2;5,37;0;89;0;0,8;0,38;2,5;0,17;0;2,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,95;0;0,9;8;0;0,04;0,6;0,04;0,16;0;0,16;1,4;0;0,35;14,3;112;12,8;0,05;159;149;0,01;13,8;33,4;0,08;0;0,66;0;0
Kvarg smaksatt sötningsm.;6090;64;266;5,2;0,2;9,97;0;83,9;0,01;0,7;0,4;2,06;0,03;0;2,5;0,12;0,01;0,01;0,02;0,06;0,02;0;0,05;0;0,04;0,01;0,01;0;0;0;0;0;6,67;0;2,3;28;0;0,05;2,3;0,04;0,21;0;0,25;2,6;0,05;0,53;26,3;112;15;0,04;108;112;0,02;11,1;31,4;0,08;0;0,48;0;0
Kvarg smaksatt sockrad;6091;64;266;5,2;0,2;9,97;0;83,9;0,03;0,7;2,68;4,85;2,5;0;7,5;0,12;0,01;0,01;0,02;0,06;0,02;0;0,05;0;0,04;0,01;0,01;0;0;0;0;0;6,67;0;2,3;28;0;0,05;2,3;0,04;0,21;0;0,25;2,6;0,05;0,53;26,3;112;15;0,04;108;112;0,02;11,1;31,4;0,08;0;0,48;0;0
Drickyoghurt smaksatt fett ca 1% socker ca 8%;6092;59;248;10,1;0,8;2,76;0;85,7;0;0,6;1,08;6,66;3,77;0;7,7;0,51;0,06;0,03;0,08;0,24;0,07;0;0,19;0,01;0,17;0,03;0,03;0,01;0;0;0;0;4,53;6,5;7,8;14;0,13;0,04;0,3;0,03;0,15;0;0,13;0,8;0,03;0,18;11,4;76,4;10,1;0,03;106;129;0,01;10,1;34,8;0,09;0;0,32;0;
Drickyoghurt smaksatt fett ca 1% socker ca 11%;6093;59;248;10,1;0,8;2,76;0;85,7;0;0,6;1,5;9,31;6,33;0;10,8;0,51;0,06;0,03;0,08;0,24;0,07;0;0,19;0,01;0,17;0,03;0,03;0,01;0;0;0;0;4,53;6,5;7,8;14;0,13;0,04;0,3;0,03;0,15;0;0,13;0,8;0,03;0,18;11,4;76,4;10,1;0,03;106;129;0,01;10,1;34,8;0,09;0;0,32;0;
Frukostflingor fullkorn berikad typ Specialflingor;6110;384;1605;78,7;2,17;9,22;3,7;4,31;0;1,92;1,07;10,1;9,57;15;11,2;0,49;0;0;0,01;0,39;0,08;0,01;0,34;0;0,32;0,99;0,92;0,07;0;0;0;0;0;0;0;0;0;10;0,9;1,4;1,6;0;18;19,5;2;1;200;140;1,8;7;21;180;0,25;50;450;1,13;0;1,47;67,5;0
Yoghurt naturell fett 10%;6113;109;457;5,2;8,3;3,62;0;82,1;0;0,75;0,12;3,01;0,05;0;3,1;5,28;0,65;0,25;0,84;2,36;0,86;0,01;2,02;0,12;1,78;0,34;0,26;0,06;0,01;0;0;0;25,25;88,6;91,2;31;0;0,2;2,7;0,04;0,18;0;0,13;1;0,04;0,2;13,2;101;15,6;0,04;122,5;157;0,01;12;42,7;0,11;0;1,15;0;
Pizza m. köttfärs frysvara;6120;218;910;27,7;6,6;10,3;2,5;52;0;0,88;1,83;2,98;0;0;4,8;3,87;0,25;0,13;0,5;2,02;0,84;0,02;2,75;0,38;2,48;0,62;0,44;0,11;0;0;0;0;18;31;49,9;227;0,1;0,7;6;0,11;0,09;1,4;1,2;3,1;0,09;0,66;19;180;5,9;0,7;150;220;0,09;22;350;0,88;3,7;1,4;18;0
Pizza m. köttstek frysvara;6121;215;900;28,2;5,3;11,9;2,8;51;0;0,78;2,05;4,18;0;0;6,2;2,38;0,17;0,1;0,35;1,22;0,45;0,03;2,48;0,14;2,34;1,06;0,76;0,26;0;0;0;0;16;48;64,8;201;0,1;1,29;5,2;0,14;0,1;7,7;1,3;3,5;0,13;0,61;21;180;7,2;0,8;160;210;0,09;24;310;0,78;3,6;1,4;19;0
Pizza m. tomat mozzarella veg. frysvara;6122;269;1127;26,8;12,5;11,02;2,7;46;0;0,95;1,47;1,32;0;0;2,8;4,48;0,31;0,21;0,7;2,33;0,72;0,06;5,78;0,3;5,44;2,13;1,48;0,59;0;0;0;0;24;60;77,1;205;0,03;2,3;11,9;0,12;0,11;1,6;0,82;3,4;0,06;0,47;26;200;14;0,6;230;160;0,09;20;380;0,95;4,5;1,4;22;0
Noni fruktpuré;6131;36;152;7,21;0,1;0,55;2,01;91,63;0;0,54;2,37;0;0;0;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159,1;1909;0;1,1;;0;0;0;3;3,09;0;0;0;20,4;2;0,74;48,2;214;;26,1;17;0,04;1;0,06;;48
Fisk Bordelaise;6132;118;493;5,26;3,8;15,36;0,19;74,93;0;0,98;0,04;0,05;0,05;0;0,1;0,31;0;0;0,01;0,2;0,07;0,02;2,09;0,02;2;1,09;0,65;0,28;0,01;0,03;0,01;0,11;43,87;2,2;2,5;4;0,92;1,47;;0,07;0,05;0,1;1,99;4,78;0,08;0,82;9,3;177,9;;0,17;13;259,9;;24,4;65;0,17;21,47;0,5;;
Ostkräm;6133;613;2566;1,31;65,14;7,89;0;24,19;0;1,21;0,02;0,68;0,01;0;0,7;14,33;1,31;0,52;1,73;7,34;2,59;0,3;33,51;0,42;32,03;13,6;9,35;4,1;0,04;0;0,01;0,02;112,93;189,6;197,9;99;0,68;13,81;72,2;0,03;0,13;0,1;0,02;1,82;0,03;0,77;25,5;171,1;10;0,26;208,2;52,8;;10,4;110,5;0,28;5,52;1,1;0;0
Äppeljuice konc.;6134;200;845;48,5;0;1,25;0;49,2;0;1,05;43,5;8,5;8,5;0;10,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0;1;0,55;0,5;0,27;0;0,5;26;3;0,42;46;333,5;0,01;20,5;17;0,05;0;0;0;0
Matvete kokt m. salt;6145;178;747;33,5;0,71;4,49;9,33;51,1;0;0,83;0;0,37;0,37;100;0,4;0,09;0;0;0;0,09;0;0;0,07;0;0,07;0,34;0,32;0,02;0;0;0;0;0;0;0;0;0;0,45;0;0,09;0;0;1,69;2,4;0,1;0;12,1;138;0;1,05;16,3;202;0,16;50,6;154;0,39;0;0,86;35,9;
Mathavre kokt m. salt;6146;199;834;33,1;3,01;5,77;7,76;49,3;0;1,11;0;0,41;0,41;100;0,4;0,5;0;0;0,01;0,44;0,04;0;1,08;0,01;1,05;1,26;1,21;0,05;0;0;0;0;0;0;0;0;0;0,3;1,1;0,15;0,05;0;0,38;1,3;0,08;0;18,8;221;0;2;31,1;232;0,23;66,9;144;0,36;0;1,53;35,3;
Psylliumfröskal;6154;199;834;10;0,5;1,22;78,1;7,33;0;2,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,14;2,9;0,04;0;0;0,4;0,6;0,1;0;57,5;41,4;0;8,6;184;965;0,14;23,9;73,7;0,18;0;0,29;0;
Chiafrö;6157;448;1875;0;33,9;19,42;36,33;7;0;4,6;0,2;0,6;0,6;0;0,8;2,78;0;0;0;1,9;0,83;0,06;1,84;0;1,84;28;6,16;21,84;0;0;0;0;0;0;0;0;0;0,3;0;0,47;0,2;1,6;4,13;7,4;0,14;0;70,7;645;0;9,6;623,6;640;1,62;320;0;0;32;6,29;0;
Hampafrö m. skal;6158;443;1852;0;32,9;20,86;35,04;7,1;0;5;0,51;0,92;0,85;0;1,4;2,56;0;0;0;1,64;0,66;0,19;3,07;0;2,98;25,65;18,05;7,23;0;0;0;0;0;0;0,6;7;0;1,7;;1,28;0,29;0,5;9,2;12,7;0,6;0;110;1650;0;13,03;105,1;1200;1,6;700;5;0,01;8,8;7,31;;
Hampafrö u. skal;6159;609;2546;2,6;53,6;27,98;5,4;5,5;0;4,9;0,51;0,92;0,85;0;1,4;4,11;0;0;0;2,62;1,19;0,25;6,37;0;6,25;40,19;30,44;9,58;0;0;0;0;0;0;0,6;7;0;1,7;;1,28;0,29;0,5;9,2;13,9;0,6;0;110;1650;0;11,31;58,9;1200;1,26;700;5;0,01;24,96;10,61;;
Vallmofrö;6160;534;2236;4,8;45,9;17,89;18,96;5,3;0;7,2;0,66;2,33;2,33;0;3;4,41;0;0;0,04;3,65;0,72;0;6,36;0,09;6,27;32,37;32,16;0,21;0;0;0;0;0;0;0;0;0;2;0;0,85;0,17;0;1;4;0,44;0;0;66;0;10,82;1608,3;610;1,5;54;3;0,01;11;6,9;;
Senap sötstark;6164;271;1133;48,9;6,44;3,71;0;39,4;0;1,59;4,15;39,2;39,2;0;43,4;1,01;0,09;0,04;0,11;0,54;0,15;0,04;3,6;0,02;1,58;1,53;0,87;0,63;0;0;0;0;0;3,5;4,2;8;0;0,48;4,2;0,09;0,04;0;1,17;1,8;0,08;0;13,8;104;0;1,36;54,8;120;0,08;43,2;282;0,71;0;0,83;0;0
Kokosolja;6165;881;3686;0,7;99,3;0;0;0;0;0;0;0;0;0;0;87,27;12,44;45,55;18,52;7,95;2,81;0;5,14;0;5,14;1,03;1,03;0;0;0;0;0;0;0;0;0;0;0,03;1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Majonnäs m. sojabönolja fett 80%;6166;677;2832;2,7;74,7;1,31;0;20,2;0;1,05;0;1,48;1,48;0;1,5;11,28;0;0;0;8,21;2,57;0,21;20,78;0,14;20,42;39,13;34,99;4,14;0;0;0;0;40,3;17,3;18,9;20;0,21;19,3;74,2;0,02;0,04;0;0,03;0,4;0,01;0,33;2,8;29,1;0;0,33;8,1;37,1;0;1,5;437;1,09;0;0,2;0;0
Majonnäs m. solrosolja fett 80%;6167;656;2744;7,1;70,3;1,31;0;20,2;0;1,05;0;1,48;1,48;0;1,5;7,46;0;0;0;4,7;2,08;0,13;20,16;0,13;19,89;39,45;39,38;0,07;0;0;0;0;40,3;17,3;18,9;20;0,21;19,3;74,2;0,02;0,04;0;0,03;0,4;0,01;0,33;2,8;29,1;0;0,33;8,1;37,1;0;1,5;437;1,09;0;0,2;0;0
Kräfta kräftstjärtar konserv. u. lag;6168;71;296;0,8;0,44;15,63;0;80,4;0;2,72;0;0;0;0;0;0,08;0;0;0;0,05;0,02;0;0,09;0,02;0,07;0,13;0,04;0,02;0,02;0,03;0;0,01;149;0;0;0;0;1,38;2,4;0,01;0,04;0;0,54;3,1;0;0,5;4,4;87,7;11,8;0,5;31,5;71,7;0,74;10,2;829;2,07;21,6;1,19;0;0
Sikrom Nordamerikansk;6169;185;774;5,7;9,12;20;0;61,4;0;3,75;0,11;0;0;0;0,1;1,75;0;0;0,15;1,39;0,16;0;3,29;1,01;2,2;3,17;0,28;0,23;0,3;0,87;0,22;0,98;613;14,6;14,6;0;17,05;10,5;0;0,33;0,48;0;0,45;3,8;0,09;3,22;37,4;313;26,2;0,83;36,4;75,5;0,08;35,8;1100;2,75;98,2;2,73;0;40
Påläggskaviar m. färskost;6170;288;1204;13,8;23;5,87;2,32;50,7;0;4,3;0,25;6,29;4,76;0;6,5;4,43;0,33;0,16;0,56;2,44;0,73;0,09;12,18;0,13;11,8;5,19;3,37;1,66;0;0,05;0;0,06;66,2;42,2;51;84;0,95;6,37;18,9;0,16;0,17;32,6;0,35;1,7;0;8;16,4;102;29,8;0,19;46,4;192;0,03;8,1;1280;3,2;14,3;1,16;0;0
Tångkaviar röd;6171;10;41;0,4;0,15;0,31;2,9;90,9;0;5,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;1580;0;0,9;0;0;0;0;0;0,1;0;;0;2,4;14;0,06;495;37,8;0;0;1360;3,4;0;0;0;
Tångkaviar påläggskaviar;6172;299;1251;16,4;25,8;0,69;0,69;49,9;0;6,56;0,2;6,7;6,7;0;6,9;1,46;0;0;0;0,98;0,32;0,1;13,07;0,04;12,8;6,04;3,98;2,04;0;0;0;0,02;0;0;2,7;32;0;4,38;22,9;0,03;0;0;0,57;0,7;0,06;;9;16,9;61,7;5,88;243;113;0,03;6,5;1900;4,75;0;0,11;0;
Lax vildfångad Sverige rå;6173;188;786;1,1;10,4;22,5;0;64,7;0;1,28;0;0;0;0;0;2,43;0;0;0,32;1,7;0,31;0,01;3,55;0,49;2,71;3,36;0,4;0,25;0,23;0,49;0,28;1,36;61,4;0;0;0;24,85;2,08;0;0,16;0,1;0;8,41;12,2;0,65;3,5;3,3;249;88,2;0,32;4;368;0,04;28;24,8;0,06;24,9;0,34;0;35
Lax odlad Norge fjordlax rå frysvara;6174;217;909;1,2;15,1;19,38;0;63,2;0;1,16;0;0;0;0;0;1,99;0;0;0,28;1,28;0,32;0,04;7,31;0,33;5,75;4,25;1,77;0,78;0,15;0,32;0,14;0,69;58,2;0;0;0;6,54;4,1;6,8;0,27;0,07;0;8,04;11,3;0,6;3,5;3,3;225;20,2;0,15;4,6;278;0,03;25,6;39,5;0,1;15,1;0,32;0;35
Lax odlad Norge fjordlax rå förpackad;6225;210;881;0,3;13,9;21,25;0;63,4;0;1,18;0;0;0;0;0;1,82;0;0;0,26;1,16;0,3;0,04;6,65;0,3;5,52;4,02;1,82;0,71;0,12;0,33;0,13;0,55;66,7;0;0;0;8,85;4,92;11,5;0,34;0,06;0;8,77;12,3;0,67;5;8,1;244;12,4;0,17;3,6;409;0,02;25,7;26,7;0,07;20;0,32;0;
Äggstanning;6314;88;370;3,37;5,08;7,33;0;82,47;0;1,56;0,16;3,26;0;0;3,4;1,78;0,08;0,04;0,13;1,12;0,38;0;1,89;0,12;1,73;0,62;0,46;0,04;0,05;0;0;0,04;141,6;104;104,8;9;1,27;2,28;;0,05;0,25;0,4;0,05;1,85;0,06;0,92;29,1;144,5;60,3;0,7;103,9;162,7;0,03;12,3;363,4;0,91;10,22;0,82;;
Jams kokt u. salt;6330;124;518;27,4;0,2;1,56;2,3;67,9;0;0,6;0;1,9;1,9;0;1,9;0,04;0;0;0;0,04;0;0;0,01;0;0,01;0,07;0,07;0;0;0;0;0;0;0;6,1;73;0;0,34;2,3;0,1;0,03;12;0,6;0,9;0,23;0;16;34;1;0,34;3;271;0,15;16;0;0;1;0,3;27,4;
Vindruvor gröna;6333;67;279;14,7;0,2;0,69;1,2;82,7;0;0,5;15,2;0;0;0;15,2;0,07;0;0;0;0,06;0,01;0;0,01;0;0,01;0,05;0,05;0,01;0;0;0;0;0;0;0;0;0;0,14;14,6;0,04;0,01;2;0,2;0,3;0,04;0;6;19;1;0,21;8,4;217;0,07;6,3;1;0;0;0;0;
Vindruvor röda;6334;72;302;16,4;0,1;0,56;1,3;81,1;0;0,5;17;0;0;0;17;0,03;0;0;0;0,03;0;0;0;0;0;0,02;0,02;0,07;0;0;0;0;0;0;1,2;14;0;0,18;14,6;0,09;0,01;3;0,2;0,3;0,04;0;6;18;1;0,24;11;213;0,1;7;1;0;0;0;0;
Dressing hamburgerdressing lätt fett 28 %;6336;273;1142;6,96;27,2;0,91;0,15;64,3;0;0,32;0,61;3,33;3,32;0;3,9;2,16;0;0;0,03;1,35;0,5;0,15;16,42;0,08;15,83;7,3;5,03;2,22;0,02;0;0;0,01;41,33;29,3;34,9;64;0,38;7,65;;0,04;0,05;2,3;0,15;0,35;0,02;0,16;12,4;30,3;5;0,22;12;63,7;;4,4;10,1;0,03;2,47;0,18;;0,5
Majonnäs äggfri;6337;484;2024;0,65;54,32;0,15;0,05;43,79;0;1,04;0,05;0,02;0,01;0;0,1;5,66;0;0;0,05;3,17;1,77;0,16;15,69;0,05;15,53;30,57;30,52;0,06;0;0;0;0;0;0;0,1;1;0;32,84;;0;0;0,2;0,01;0,04;0;0;3,4;2;0,4;0,07;3,7;6,2;;1,5;401,4;1,01;0;0,02;;
Sås mango curry m. majonnäs kylvara;6338;540;2262;13,52;54,41;1,04;0,11;29,48;0;1,2;0,47;13,01;13;0;13,5;4,2;0;0;0,06;2,61;0,98;0,3;32,97;0,15;31,85;14,67;10,1;4,48;0,02;0;0;0,02;61,36;43,4;49,4;70;0,56;14,85;;0,02;0,04;2,7;0,09;0,34;0,02;0,24;17,4;34,3;56,5;0,21;12,6;22,9;;2,2;413,1;1,03;3,62;0,22;;3,2
Ostsås m. kalkon;6341;144;603;6,02;8,91;10,02;0,1;72,59;0;2,38;0;3,6;0,01;0;3,6;4,15;0,48;0,19;0,61;2,01;0,69;0,02;3,08;0,12;2,85;1,05;0,76;0,26;0,02;0;0;0;27,38;58;61,2;38;0,9;0,84;;0,05;0,15;0,5;1,71;3,79;0,07;0,68;13,2;246;34;0,14;172,4;170,9;;17,6;570;1,43;4,32;0,95;;
Lasagne m. zucchini aubergine nötfärs;6342;109;459;2,84;6,57;9,14;1,57;78,25;0;1,66;2,85;0,08;0,08;0;2,9;3,08;0,17;0,07;0,3;1,56;0,77;0,01;2,57;0,18;2,28;0,47;0,33;0,09;0,01;0;0,01;0;25,43;;40,9;;0,11;1,24;;0,04;0,08;8,8;2,15;3,9;0,12;0,41;17,5;109,4;29,5;1,07;61,9;235,5;;22,3;279,4;0,7;2,19;2,15;;
Karlssons frestelse m. nötfärs;6345;144;604;11,49;7,24;7,58;1,49;70,26;0;1,98;0,59;1,32;0,41;0;1,9;3,66;0,25;0,12;0,44;1,86;0,79;0,02;2,61;0,19;2,28;0,41;0,28;0,1;0,01;0;0,01;0;25,94;30,5;38,4;35;0,08;0,47;;0,06;0,08;9,3;2,4;3,79;0,17;0,34;10,6;98,3;22,4;0,92;40;319,9;;24,5;414,4;1,04;1,94;1,59;;13,1
Skinkfrestelse m. grädde;6348;188;787;10,56;13,46;5,86;1,25;67,2;0;1,66;0,54;1,39;0,26;0;1,9;8,3;0,91;0,41;1,3;4,09;1,32;0,03;3,53;0,27;3,12;0,46;0,31;0,11;0,02;0;0,01;0;46,21;;118,7;;0,08;0,5;;0,2;0,08;8,2;2,56;3,65;0,18;0,18;8,3;124,1;5,9;0,36;36;311,1;;20;365,3;0,91;2,91;0,59;;
Lök stekt m. flytande matfett;6349;54;224;8,33;1,15;1,36;2,15;86,52;0;0,54;3,42;1,71;1,71;0;5,1;0,14;0;0;0;0,1;0,02;0,01;0,62;0;0,6;0,33;0,25;0,09;0;0;0;0;0;3;3,4;4;0,05;0,32;;0,04;0;5,3;0,16;0,34;0,16;0;16,3;37,7;2,3;0,24;35,4;216,8;;12,6;6,3;0,02;0;0,12;;
Tzatziki m. morot;6352;82;346;5,99;5,42;1,93;1,36;84,5;0;0,78;1,85;2,96;1,73;0;4,8;2,5;0,27;0,1;0,35;1,22;0,41;0,01;2,16;0,07;2,03;0,38;0,32;0,05;0;0;0;0;10,56;37,1;518,8;4864;0;0,72;;0,04;0,08;2,9;0,5;0,93;0,09;0,08;17,9;55,8;13,7;0,13;66,7;184,6;0,02;9,6;90,5;0,23;0,08;0,57;;
Mango currysås hemlagad;6353;132;553;8,82;10,2;1,15;0,77;77,19;0;1,87;3,08;4,93;4,18;0;8;6,51;1,01;0,3;1,02;2,9;1,13;0,02;2,44;0,17;2,19;0,17;0,17;0,12;0;0;0;0;27,61;81,6;125,8;521;0,07;0,88;;0,04;0,05;18,1;0,64;0,87;0,06;0,05;18,9;28;78,5;0,12;35,5;136,8;;9,1;614,8;1,54;0,43;0,17;;21,6
Kycklingpanna m. citron örter crème fraiche;6355;162;678;4;8,16;18,12;0,07;66,56;0;3,08;1,89;0,96;0,04;0;2,9;4,31;0,55;0,17;0,59;2,14;0,74;0,01;2,4;0,23;2,08;0,48;0,39;0,06;0,01;0,01;0,01;0,01;71,87;57;66,2;110;0,22;1,03;;0,05;0,14;2,8;6,56;9,91;0,22;0,32;16,8;162,7;33;0,84;43;131,7;;25;885,3;2,21;9,27;1,32;;0,1
Cowboysoppa m. potatis köttfärs;6356;113;473;6,69;6,46;6,63;0,85;78,18;0;1,22;1,29;2,41;0,19;0;3,7;3,43;0,25;0,11;0,42;1,73;0,77;0,01;2,2;0,16;1,95;0,31;0,22;0,05;0,01;0;0,01;0;23,98;31,9;42,7;120;0,42;0,68;;0,13;0,11;13,9;1,74;3,02;0,13;0,51;13,2;103,6;;0,6;64,5;244;;17,6;118,6;0,3;2,43;1,31;;
Fransk bondsoppa m. fläsk rotfrukter;6357;58;242;6,15;2,32;2,15;1,9;86,16;0;1,3;1,13;1,83;1,77;0;3;0,92;0,02;0,01;0,05;0,53;0,29;0;0,94;0,04;0,89;0,3;0,24;0,03;0,01;0;0;0;3,29;2,4;127,2;1260;0,01;0,24;;0,08;0,02;1,7;0,66;1,03;0,08;0,06;14,6;41,9;1,3;0,41;22,6;139,5;;12,1;331;0,83;1,07;0,31;;
Kycklingpanna m. lime honung crème fraiche;6358;186;778;3,8;13,28;13,03;0,02;67,55;0;2,31;2,17;0,91;0,03;0;3,1;8,19;1,21;0,37;1,24;3,74;1,42;0,02;3,37;0,18;3,07;0,57;0,45;0,11;0,03;0,01;0;0,01;84,57;103,1;110,5;89;0,3;0,97;;0,12;0,12;1,6;7,6;10,01;0,35;0,2;9,9;189,2;48;0,32;30,6;242,7;;25,2;624,4;1,56;8,89;0,55;;0
Hedvigsoppa m. vitkål nötfärs morot;6359;59;246;2,75;2,71;5,3;1,13;86,8;0;1,34;2,12;0,64;0,64;0;2,8;1,17;0;0;0,07;0,62;0,37;0;1,2;0,1;1,05;0,17;0,11;0,04;0,01;0;0;0;13,55;2,5;104,6;1034;0,02;0,3;;0,04;0,04;7,7;1,34;2,28;0,09;0,26;7,1;53,7;11;0,61;21;136;;11,3;317,1;0,8;1,31;1,22;;
Nikkaluoktasoppa m. vitkål nötfärs;6360;63;262;1,53;3,82;5,39;0,38;86,94;0;1,96;0,95;0,41;0,41;0;1,4;1,28;0;0;0,08;0,68;0,4;0,01;1,88;0,11;1,63;0,44;0,3;0,12;0,01;0;0;0;13,75;5,2;8,6;38;0,07;0,5;;0,04;0,09;3,7;1,34;2,31;0,06;0,26;4,9;54,5;14,3;0,64;14,5;99,4;;11,5;587,6;1,47;1,29;1,24;;
Mexicanasoppa m. kyckling majs;6361;42;176;6,51;0,47;2,43;0,81;88,87;0;0,91;0,6;1,02;0,96;8;1,6;0,12;0;0;0,01;0,08;0,03;0;0,15;0,01;0,15;0,14;0,11;0,01;0;0;0;0;5,37;0,8;8,4;87;0,03;0,34;;0,03;0,04;4,7;1,08;1,49;0,08;0,01;9,7;38,9;4,8;0,25;16,5;82,7;;9,4;287,9;0,72;1,03;0,16;;
Kycklingpanna m. oliv basilika citron grädde;6362;155;648;1,92;11,03;12,06;0,27;72,83;0;1,87;0,04;0,55;0,02;0;0,6;6,26;0,69;0,29;0,95;3,13;1;0,02;3,19;0,24;2,83;0,62;0,43;0,11;0,04;0;0,01;0;73,41;82;94,6;151;0,23;1,19;;0,11;0,1;2,1;7,12;9,34;0,33;0,22;10,3;173,7;24,3;0,4;28,4;223,9;;25,1;464,5;1,16;8,34;0,48;;0,1
